City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,alaghsas,17.0187,8.0168,29.58,13,15,5.98,NE,1730056485
364,rakops,-21.0167,24.3333,29.4,7,0,3.38,BW,1730056486
365,leirvik,59.7798,5.5005,9.79,100,75,6.69,NO,1730056487
366,tucurui,-3.7661,-49.6725,38.76,21,83,2.45,BR,1730056489
367,sola,-13.8833,167.55,26.37,83,100,7.21,VU,1730056490
368,balboa,2.0396,-77.2168,25.3,62,100,1.84,CO,1730056491
369,nova xavantina,-14.6667,-52.35,32.52,47,81,2.31,BR,1730056492
370,klyuchi,52.2667,79.1667,6.4,66,100,2.47,RU,1730056495
371,aswan,24.0934,32.907,24.67,19,0,5.53,EG,1730056496
372,axim,4.8699,-2.2405,26.03,87,15,2.96,GH,1730056442
373,levuka,50.1834,-105.4011,12.84,36,100,5.83,CA,1730056499
374,torre del mar,36.7414,-4.0946,13.25,87,95,2.55,ES,1730056500
375,naze,28.3667,129.4833,22.51,85,8,0.36,JP,1730056501
376,porto-vecchio,41.591,9.2795,18.81,88,75,5.14,FR,1730056347
377,westport,41.1415,-73.3579,14.93,29,0,4.63,US,1730056433
378,ghat,24.9647,10.1728,27.82,18,100,2.14,LY,1730056504
379,tateyama,34.9833,139.8667,22.75,92,100,7.83,JP,1730056244
380,tsiombe,-25.3,45.4833,22.94,91,71,4.2,MG,1730056507
381,chegdomyn,51.1167,133.0167,-5.9,85,100,0.69,RU,1730056508
382,kantharalak,14.6406,104.6499,21.04,96,100,2.72,TH,1730056509
383,bathsheba,13.2167,-59.5167,31.34,70,40,6.17,BB,1730056510
384,douentza,14.9951,-2.9517,33.36,17,84,2.73,ML,1730056511
385,san jose del cabo,23.0589,-109.6977,33.6,41,0,3.09,MX,1730056408
386,alenquer,-1.9417,-54.7383,37.31,25,100,5.1,BR,1730056514
387,navia,43.5354,-6.7194,13.23,95,88,1.57,ES,1730056515
388,kemijarvi,66.7131,27.4306,6.92,91,100,6.45,FI,1730056516
389,cheongju-si,36.6372,127.4897,10.98,100,75,0.51,KR,1730056519
390,kailua-kona,19.6406,-155.9956,26.27,86,20,2.57,US,1730056520
391,bushehr,28.9684,50.8385,25.05,53,0,5.14,IR,1730056521
392,machico,32.7,-16.7667,20.56,79,75,8.75,PT,1730056523
393,monrovia,6.3005,-10.7969,26.28,84,16,2.83,LR,1730056524
394,antsiranana,-12.2787,49.2917,24.68,90,35,4.15,MG,1730056525
395,chak five hundred seventy-five,31.55,73.8333,24.48,43,0,3.51,PK,1730056526
396,cole harbour,44.6724,-63.4751,8.31,42,6,6.69,CA,1730056527
397,al mindak,20.1588,41.2834,19.62,56,100,1.8,SA,1730056528
398,kidal,18.4411,1.4078,31.76,14,5,4.04,ML,1730056530
399,kapoeta,4.7717,33.5903,27.56,54,52,2.63,SS,1730056531
400,san agustin de valle fertil,-30.6335,-67.4682,26.44,25,0,6.7,AR,1730056532
401,yeppoon,-23.1333,150.7333,21.71,70,11,5.08,AU,1730056508
402,puerto deseado,-47.7503,-65.8938,16.55,30,18,9.36,AR,1730056283
403,olyokminsk,60.3736,120.4264,-6.71,97,100,0.77,RU,1730056536
404,magdalena,14.1999,121.429,24.68,96,97,2.98,PH,1730056537
405,fort-shevchenko,44.5086,50.263,9.3,60,96,4.93,KZ,1730056538
406,argo,37.6333,22.7333,16.04,52,0,1.58,GR,1730056539
407,lev tolstoy,53.2134,39.446,8.14,73,100,1.78,RU,1730056540
408,plouzane,48.3833,-4.6167,11.03,100,40,2.57,FR,1730056542
409,onega,63.9061,38.1404,1.5,93,14,3.29,RU,1730056543
410,nevesinje,43.2586,18.1133,9.48,90,68,1.09,BA,1730056272
411,meadow lake,34.8014,-106.5436,23.25,28,5,2.89,US,1730056545
412,ardakan,32.31,54.0175,15.29,32,3,5.66,IR,1730056547
413,nadym,65.5333,72.5167,-2.09,98,100,3.22,RU,1730056539
414,tanabe,33.7333,135.3667,20.3,97,100,4.37,JP,1730056395
415,tyuratam,45.6507,63.3156,7.19,56,19,7.77,KZ,1730056493
416,hinatuan,8.3722,126.3342,24.72,81,100,3.15,PH,1730056551
417,tari,-11.1105,14.3559,19.99,89,99,1.22,AO,1730056415
418,masuguru,-11.3667,38.4167,27.14,64,0,4.06,TZ,1730056554
419,phan rang-thap cham,11.5667,108.9833,24.01,87,100,2.6,VN,1730056555
420,kudahuvadhoo,2.6708,72.8944,28.2,70,90,6.37,MV,1730056556
421,kerema,-7.9631,145.7785,24.51,91,48,3.92,PG,1730056558
422,graaff-reinet,-32.2522,24.5308,15.51,41,3,12.42,ZA,1730056559
423,las lomitas,-24.7096,-60.593,35.1,11,1,2.11,AR,1730056560
424,oldenburg in holstein,54.3,10.8833,9.22,83,2,3.92,DE,1730056561
425,tralee,52.2704,-9.7026,13.89,97,100,4.15,IE,1730056309
426,aleg,17.0481,-13.9209,34.12,15,100,3.77,MR,1730056563
427,alofi,-19.0595,-169.9187,24.94,88,20,4.63,NU,1730056565
428,rio grande,-32.035,-52.0986,19.59,58,0,3.9,BR,1730056566
429,gunnison,38.7,-107.0673,9.88,12,96,1.88,US,1730056567
430,kismayo,-0.3582,42.5454,26.28,78,100,5.37,SO,1730056568
431,hounde,11.5,-3.5167,29.97,41,53,1.81,BF,1730056569
432,abadeh,31.1608,52.6506,11.01,34,5,3.85,IR,1730056570
433,namibe,-15.1961,12.1522,19.25,85,67,2.91,AO,1730056572
434,puerto san jose,13.9256,-90.8244,34.03,66,0,4.12,GT,1730056524
435,fortuna,40.5982,-124.1573,15.52,97,75,3.09,US,1730056574
436,kuanda,56.3161,116.0806,-5.79,97,100,0.27,RU,1730056551
437,faya-largeau,17.9257,19.1043,25.12,15,0,5.89,TD,1730056577
438,elko,41.0002,-115.5012,20.64,18,66,4.02,US,1730056578
439,santiago del estero,-27.7951,-64.2615,30.84,21,6,3.82,AR,1730056337
440,puerto aysen,-45.4,-72.7,11.22,80,96,3.06,CL,1730056580
441,iranshahr,27.2025,60.6848,27.14,25,1,2.89,IR,1730056375
442,newman,37.3138,-121.0208,22.24,64,99,0.89,US,1730056583
443,princeville,45.7668,-61.2985,7.09,58,75,7.72,CA,1730056503
444,hotan,37.0997,79.9269,12.41,26,33,0.81,CN,1730056585
445,itoman,26.1247,127.6694,26.01,92,0,4.12,JP,1730056586
446,lovington,32.944,-103.3485,29.54,24,0,2.24,US,1730056587
447,beni saf,35.301,-1.3823,16.35,67,97,1.79,DZ,1730056588
448,port saint john's,-31.6229,29.5448,19.12,81,73,4.32,ZA,1730056399
449,talcahuano,-36.7167,-73.1167,18.82,59,0,6.17,CL,1730056527
450,betio village,1.358,172.9211,27.02,74,100,3.67,KI,1730056592
451,bubaque,11.2833,-15.8333,28.06,78,100,5.01,GW,1730056593
452,ceuta,35.8903,-5.3075,17.02,57,99,5.45,ES,1730056594
453,pacasmayo,-7.4006,-79.5714,20.77,73,80,7.75,PE,1730056595
454,gizo,-8.103,156.8419,27.75,78,88,3.08,SB,1730056597
455,okha,53.5739,142.9478,-0.99,84,97,2.37,RU,1730056598
456,zilair,52.2332,57.4392,-0.57,95,82,1.48,RU,1730056599
457,mossel bay,-34.1831,22.146,17.96,87,100,15.91,ZA,1730056600
458,oriximina,-1.7656,-55.8661,35.49,30,100,3.01,BR,1730056601
459,lerwick,60.1545,-1.1494,8.98,78,99,5.11,GB,1730056322
460,ust'-kulom,61.6864,53.6902,0.91,99,100,1.17,RU,1730056604
461,yuzhno-kurilsk,44.0306,145.8556,13.07,99,100,1.9,RU,1730056606
462,al artawiyah,26.5053,45.3444,21.02,65,0,5.25,SA,1730056608
463,broome,42.2506,-75.833,12.16,40,0,4.02,US,1730056609
464,bokhan,53.153,103.7714,2.42,84,98,1.13,RU,1730056610
465,vorgashor,67.5833,63.95,-5.56,97,74,2.26,RU,1730056611
466,inirida,3.8653,-67.9239,36.34,40,81,0.69,CO,1730056612
467,demre,36.2537,29.9777,17.35,56,99,2.42,TR,1730056614
468,ghanzi,-21.5667,21.7833,24.15,6,8,4.18,BW,1730056615
469,taupo,-38.6833,176.0833,9.04,78,84,5.67,NZ,1730056333
470,simanggang,1.2472,111.4528,23.99,100,0,0.0,MY,1730056617
471,murghob,38.1702,73.9667,-0.14,72,93,2.93,TJ,1730056618
472,amga,60.8953,131.9608,-23.47,100,100,0.2,RU,1730056619
473,el hajeb,33.6879,-5.371,9.98,75,100,2.76,MA,1730056575
474,nemuro,43.3236,145.575,14.05,95,100,4.78,JP,1730056622
475,aasiaat,68.7098,-52.8699,-11.24,67,5,7.57,GL,1730056422
476,konarka,19.9,86.1167,25.46,91,56,2.99,IN,1730056624
477,carolina,18.3808,-65.9574,32.36,72,40,4.63,PR,1730056533
478,boa vista,2.8197,-60.6733,34.99,41,40,2.57,BR,1730056627
479,namtsy,62.7161,129.6658,-23.11,99,92,1.06,RU,1730056628
480,monticello,45.3055,-93.7941,17.24,38,0,5.66,US,1730056629
481,port lincoln,-34.7333,135.8667,13.74,77,59,5.0,AU,1730056451
482,rabak,13.1809,32.74,30.66,17,10,3.76,SD,1730056631
483,belyy yar,53.6039,91.3903,7.94,81,0,6.0,RU,1730056360
484,xianyang,34.3378,108.7026,8.58,93,0,0.0,CN,1730056634
485,las terrenas,19.311,-69.5428,31.93,74,40,2.06,DO,1730056635
486,muang xay,20.7,101.9833,18.71,71,18,1.16,LA,1730056638
487,mochudi,-24.4167,26.15,26.33,10,29,6.81,BW,1730056639
488,tazacorte,28.629,-17.9293,21.54,80,75,8.23,ES,1730056479
489,dubbo,-32.25,148.6167,8.07,87,0,3.6,AU,1730056642
490,morris,40.8334,-74.5329,14.3,27,20,1.54,US,1730056576
491,miyakonojo,31.7333,131.0667,20.16,99,100,0.69,JP,1730056391
492,prado,-17.3411,-39.2208,26.99,71,62,5.97,BR,1730056648
493,fortaleza,-3.7227,-38.5247,29.07,65,20,6.17,BR,1730056472
494,ulaangom,49.9811,92.0667,1.32,82,100,0.7,MN,1730056651
495,coquimbo,-29.9533,-71.3436,18.32,61,40,5.14,CL,1730056045
496,nookat,40.2671,72.6207,7.75,96,100,1.46,KG,1730056653
497,debark',13.1561,37.8981,10.52,89,70,2.64,ET,1730056654
498,shinas,24.7433,56.4658,29.59,62,4,5.62,OM,1730056656
499,bahia blanca,-38.7196,-62.2724,29.34,21,93,5.36,AR,1730056658
500,pitimbu,-7.4706,-34.8086,27.54,70,8,5.4,BR,1730056659
501,sandomierz,50.6827,21.749,10.92,90,76,0.45,PL,1730056660
502,dunedin,-45.8742,170.5036,9.33,80,100,2.68,NZ,1730056662
503,cannonvale,-20.2833,148.7,23.66,76,55,4.76,AU,1730056663
504,vila velha,-20.3297,-40.2925,23.97,81,100,8.49,BR,1730056664
505,lillehammer,61.1146,10.4674,4.26,75,0,2.12,NO,1730056665
506,fiambala,-27.6871,-67.6149,26.09,27,0,6.83,AR,1730056666
507,bamboo flat,11.7,92.7167,26.54,80,60,3.25,IN,1730056667
508,ceeldheer,3.8488,47.1806,26.41,83,89,3.86,SO,1730056669
509,fort mcmurray,56.7268,-111.381,3.77,65,100,7.2,CA,1730056670
510,sao borja,-28.6606,-56.0044,27.19,37,0,4.18,BR,1730056550
511,castillos,-34.1667,-53.8333,19.67,50,0,2.65,UY,1730056611
512,ushtobe,45.2514,77.9838,11.45,66,100,0.56,KZ,1730056673
513,matoury,4.8483,-52.3317,30.98,58,0,6.17,GF,1730056674
514,key west,24.5557,-81.7826,29.0,58,20,6.69,US,1730056676
515,darwin,-12.4611,130.8418,27.72,76,40,1.03,AU,1730056463
516,laminusa,5.5549,120.9136,27.7,74,70,0.89,PH,1730056679
517,port shepstone,-30.7414,30.455,20.52,79,21,9.22,ZA,1730056680
518,nar'yan-mar,67.6713,53.087,0.29,92,99,4.06,RU,1730056681
519,saint-pierre,-21.3393,55.4781,23.82,78,0,2.06,RE,1730056603
520,terme,41.2092,36.9739,11.75,84,0,2.21,TR,1730056620
521,bikenibeu village,1.3673,173.1241,26.98,89,75,1.03,KI,1730056685
522,aykhal,66.0,111.5,-18.33,100,94,2.54,RU,1730056686
523,ballycastle,55.2044,-6.243,11.41,99,100,5.19,GB,1730056687
524,al fallujah,33.3538,43.7795,20.07,24,0,4.38,IQ,1730056689
525,kembe,4.6228,21.8865,22.77,89,70,0.55,CF,1730056690
526,severoural'sk,60.1533,59.952,-0.54,81,100,1.22,RU,1730056691
527,katsuren-haebaru,26.3369,127.8719,26.01,91,0,2.06,JP,1730056692
528,ulladulla,-35.35,150.4667,17.56,45,62,4.05,AU,1730056693
529,wellington,-41.2866,174.7756,12.81,71,1,5.66,NZ,1730056694
530,bargaal,11.2864,51.0773,26.88,78,26,2.19,SO,1730056695
531,yatou,37.15,122.3833,9.03,77,0,3.54,CN,1730056697
532,palmas,-10.2128,-48.3603,30.98,51,98,2.68,BR,1730056192
533,taksimo,56.3444,114.8794,-4.63,92,100,0.71,RU,1730056699
534,greymouth,-42.4667,171.2,8.08,90,100,3.34,NZ,1730056700
535,trongsa,27.5026,90.5072,10.42,78,96,1.24,BT,1730056701
536,gadzhiyevo,69.2551,33.3362,4.3,86,100,10.65,RU,1730056703
537,kenora,49.8167,-94.4337,9.54,53,75,5.14,CA,1730056704
538,wenling,28.3669,121.36,17.26,78,100,6.14,CN,1730056480
539,kijang,35.2442,129.2139,14.85,83,87,1.77,KR,1730056707
540,vielha,42.6846,0.7726,0.93,83,100,1.67,ES,1730056708
541,madang,-5.2246,145.7966,23.53,91,24,1.77,PG,1730056710
542,ailuk,10.2197,169.9797,28.58,77,100,5.94,MH,1730056711
543,chibougamau,49.9168,-74.3659,-3.21,74,100,5.66,CA,1730056439
544,matadi,-5.8167,13.45,28.16,72,100,4.32,CD,1730056713
545,zangilan,39.0883,46.6512,8.97,77,75,0.4,AZ,1730056714
546,prudentopolis,-25.2131,-50.9778,27.19,40,0,1.1,BR,1730056716
547,tura,25.5198,90.2201,21.53,86,0,1.13,IN,1730056549
548,rawdon,46.0501,-73.7159,4.75,29,87,6.07,CA,1730056498
549,ketchikan,55.3422,-131.6461,8.21,81,100,3.09,US,1730056482
550,dzhangala,49.2167,50.3333,7.66,67,100,5.2,KZ,1730056720
551,seven pagodas,12.6264,80.1722,28.04,70,35,1.56,IN,1730056722
552,los altos,37.3852,-122.1141,23.33,73,40,1.79,US,1730056723
553,yagoua,10.3411,15.2329,27.0,27,36,2.96,CM,1730056724
554,pesqueira,-8.3578,-36.6964,29.98,35,59,8.05,BR,1730056725
555,general villegas,-35.0328,-63.0125,28.05,33,0,6.95,AR,1730056726
556,luanshya,-13.1367,28.4166,19.88,80,100,2.86,ZM,1730056727
557,boca do acre,-8.7522,-67.3978,24.12,94,100,1.26,BR,1730056729
558,corinto,37.9407,22.9573,16.05,54,8,0.24,GR,1730056730
559,tupanatinga,-8.7533,-37.3397,33.95,21,11,4.92,BR,1730056731
560,akureyri,65.6835,-18.0878,-1.04,74,75,2.57,IS,1730056734
561,laredo,27.5064,-99.5075,33.14,37,0,5.14,US,1730056544
562,januaria,-15.4833,-44.3667,33.36,36,54,3.28,BR,1730056533
563,galappo,-4.2667,35.85,22.87,57,55,3.69,TZ,1730056737
564,sonoita,31.85,-112.8333,32.21,8,100,2.72,MX,1730056738
565,poronaysk,49.2167,143.1167,-0.08,67,100,3.87,RU,1730056740
566,zhuanghe,39.7008,122.9911,5.37,58,0,1.71,CN,1730056741
567,hoa binh,20.8133,105.3383,17.9,94,100,1.71,VN,1730056719
568,jinghong,21.991,100.7341,19.37,98,4,1.12,CN,1730056743
569,tongouson,5.0214,120.1328,27.17,80,92,1.59,PH,1730056744
570,eraan,9.0629,117.7016,26.04,87,100,2.45,PH,1730056745
571,colonia,50.9333,6.95,15.54,90,75,1.54,DE,1730056507
572,aripuana,-9.1667,-60.6333,24.67,94,100,0.11,BR,1730056748
573,pokhara,28.2333,83.9833,18.28,70,10,1.76,NP,1730056749
574,muna,20.4833,-89.7167,29.81,61,98,3.87,MX,1730056750
575,buseresere,-3.0236,31.8747,20.14,78,89,2.08,TZ,1730056752
576,francisco beltrao,-26.0811,-53.055,28.61,35,4,0.26,BR,1730056619
577,alamosa,37.4695,-105.87,15.99,27,0,0.0,US,1730056754
578,kampong thom,12.7111,104.8887,22.08,98,100,2.08,KH,1730056755
579,odessa,46.4775,30.7326,13.76,80,6,5.22,UA,1730056756
580,sitka,57.0531,-135.33,6.94,76,0,1.54,US,1730056758
581,newport beach,33.6189,-117.9289,27.14,59,75,2.06,US,1730056759
582,ibarreta,-25.2144,-59.8585,34.44,11,0,2.73,AR,1730056760
583,nadi,-17.8,177.4167,24.0,83,20,2.57,FJ,1730056681
584,kalmunai,7.4167,81.8167,27.22,81,37,2.26,LK,1730056762
585,tamanrasset,22.785,5.5228,24.95,16,0,2.06,DZ,1730056764
586,sur,22.5667,59.5289,29.55,42,0,2.54,OM,1730056765
587,divonne-les-bains,46.3594,6.1357,12.97,91,85,0.51,FR,1730056571
588,nizhniy odes,63.6445,54.856,0.55,85,80,1.99,RU,1730056768
589,pierre,44.3683,-100.351,22.38,26,0,1.79,US,1730056755
590,mahavelona,-17.6848,49.5087,23.27,91,94,1.65,MG,1730056770
591,minas de matahambre,22.5887,-83.9447,26.81,69,100,4.99,CU,1730056771
592,kabinda,-6.1333,24.4833,20.98,91,76,1.74,CD,1730056772
593,vila franca do campo,37.7167,-25.4333,19.23,99,84,2.92,PT,1730056660
594,lautoka,-17.6167,177.4667,23.92,83,20,2.57,FJ,1730056775
